article_id,row_index,curve_id,stressor_label,stressor_x,units_x,response_label,response_y,units_y,stressor_value,lower_limit,upper_limit,sd
22,2,c1,Fine sediment,1.87,% embeddedness,Density,6.99,fish/m2,,6.99,6.99,
22,3,c1,Fine sediment,4.12,% embeddedness,Density,6.52,fish/m2,,6.52,6.52,
22,4,c1,Fine sediment,5.99,% embeddedness,Density,6.03,fish/m2,,6.03,6.03,
22,5,c1,Fine sediment,8.24,% embeddedness,Density,5.58,fish/m2,,5.58,5.58,
22,6,c1,Fine sediment,11.61,% embeddedness,Density,5.02,fish/m2,,5.02,5.02,
22,7,c1,Fine sediment,13.86,% embeddedness,Density,4.66,fish/m2,,4.66,4.66,
22,8,c1,Fine sediment,16.85,% embeddedness,Density,4.19,fish/m2,,4.19,4.19,
22,9,c1,Fine sediment,21.35,% embeddedness,Density,3.65,fish/m2,,3.65,3.65,
22,10,c1,Fine sediment,24.34,% embeddedness,Density,3.24,fish/m2,,3.24,3.24,
22,11,c1,Fine sediment,29.59,% embeddedness,Density,2.72,fish/m2,,2.72,2.72,
22,12,c1,Fine sediment,34.08,% embeddedness,Density,2.32,fish/m2,,2.32,2.32,
22,13,c1,Fine sediment,39.33,% embeddedness,Density,1.94,fish/m2,,1.94,1.94,
22,14,c1,Fine sediment,44.94,% embeddedness,Density,1.56,fish/m2,,1.56,1.56,
22,15,c1,Fine sediment,51.31,% embeddedness,Density,1.29,fish/m2,,1.29,1.29,
22,16,c1,Fine sediment,58.8,% embeddedness,Density,0.99,fish/m2,,0.99,0.99,
22,17,c1,Fine sediment,64.04,% embeddedness,Density,0.84,fish/m2,,0.84,0.84,
22,18,c1,Fine sediment,70.79,% embeddedness,Density,0.66,fish/m2,,0.66,0.66,
22,19,c1,Fine sediment,79.4,% embeddedness,Density,0.48,fish/m2,,0.48,0.48,
22,20,c1,Fine sediment,87.27,% embeddedness,Density,0.39,fish/m2,,0.39,0.39,
22,21,c1,Fine sediment,94.01,% embeddedness,Density,0.25,fish/m2,,0.25,0.25,
22,22,c1,Fine sediment,100,% embeddedness,Density,0.21,fish/m2,,0.21,0.21,
23,1,c1,Fine sediment,0,% embeddedness,Density,3.07,fish/m2,,3.07,3.07,
23,2,c1,Fine sediment,4.63,% embeddedness,Density,3.05,fish/m2,,3.05,3.05,
23,3,c1,Fine sediment,11.74,% embeddedness,Density,2.99,fish/m2,,2.99,2.99,
23,4,c1,Fine sediment,19.57,% embeddedness,Density,2.84,fish/m2,,2.84,2.84,
23,5,c1,Fine sediment,26.33,% embeddedness,Density,2.66,fish/m2,,2.66,2.66,
23,6,c1,Fine sediment,31.67,% embeddedness,Density,2.49,fish/m2,,2.49,2.49,
23,7,c1,Fine sediment,36.65,% embeddedness,Density,2.34,fish/m2,,2.34,2.34,
23,8,c1,Fine sediment,40.21,% embeddedness,Density,2.21,fish/m2,,2.21,2.21,
23,9,c1,Fine sediment,45.2,% embeddedness,Density,2.01,fish/m2,,2.01,2.01,
23,10,c1,Fine sediment,48.75,% embeddedness,Density,1.85,fish/m2,,1.85,1.85,
23,11,c1,Fine sediment,54.8,% embeddedness,Density,1.63,fish/m2,,1.63,1.63,
23,12,c1,Fine sediment,59.07,% embeddedness,Density,1.44,fish/m2,,1.44,1.44,
23,13,c1,Fine sediment,63.7,% embeddedness,Density,1.25,fish/m2,,1.25,1.25,
23,14,c1,Fine sediment,68.33,% embeddedness,Density,1.07,fish/m2,,1.07,1.07,
23,15,c1,Fine sediment,72.95,% embeddedness,Density,0.89,fish/m2,,0.89,0.89,
23,16,c1,Fine sediment,79.36,% embeddedness,Density,0.67,fish/m2,,0.67,0.67,
23,17,c1,Fine sediment,84.7,% embeddedness,Density,0.48,fish/m2,,0.48,0.48,
23,18,c1,Fine sediment,91.46,% embeddedness,Density,0.28,fish/m2,,0.28,0.28,
23,19,c1,Fine sediment,96.09,% embeddedness,Density,0.16,fish/m2,,0.16,0.16,
23,20,c1,Fine sediment,100,% embeddedness,Density,0.08,fish/m2,,0.08,0.08,
24,1,c1,Substrate particles,0.14,% smaller than 6.35mm,Embryo Survival (%),97.09,% Survival,,97.09,97.09,
24,2,c1,Substrate particles,3.03,% smaller than 6.35mm,Embryo Survival (%),93.82,% Survival,,93.82,93.82,
24,3,c1,Substrate particles,5.05,% smaller than 6.35mm,Embryo Survival (%),90.55,% Survival,,90.55,90.55,
24,4,c1,Substrate particles,7.21,% smaller than 6.35mm,Embryo Survival (%),85.82,% Survival,,85.82,85.82,
24,5,c1,Substrate particles,9.81,% smaller than 6.35mm,Embryo Survival (%),79.64,% Survival,,79.64,79.64,
24,6,c1,Substrate particles,11.83,% smaller than 6.35mm,Embryo Survival (%),73.82,% Survival,,73.82,73.82,
24,7,c1,Substrate particles,14.57,% smaller than 6.35mm,Embryo Survival (%),66.18,% Survival,,66.18,66.18,
24,8,c1,Substrate particles,16.73,% smaller than 6.35mm,Embryo Survival (%),59.27,% Survival,,59.27,59.27,
24,9,c1,Substrate particles,18.75,% smaller than 6.35mm,Embryo Survival (%),52.36,% Survival,,52.36,52.36,
24,10,c1,Substrate particles,21.63,% smaller than 6.35mm,Embryo Survival (%),43.64,% Survival,,43.64,43.64,
24,11,c1,Substrate particles,24.23,% smaller than 6.35mm,Embryo Survival (%),35.64,% Survival,,35.64,35.64,
24,12,c1,Substrate particles,26.83,% smaller than 6.35mm,Embryo Survival (%),29.09,% Survival,,29.09,29.09,
24,13,c1,Substrate particles,30.14,% smaller than 6.35mm,Embryo Survival (%),21.82,% Survival,,21.82,21.82,
24,14,c1,Substrate particles,33.75,% smaller than 6.35mm,Embryo Survival (%),16,% Survival,,16,16,
24,15,c1,Substrate particles,36.78,% smaller than 6.35mm,Embryo Survival (%),11.64,% Survival,,11.64,11.64,
24,16,c1,Substrate particles,41.54,% smaller than 6.35mm,Embryo Survival (%),6.55,% Survival,,6.55,6.55,
24,17,c1,Substrate particles,46.59,% smaller than 6.35mm,Embryo Survival (%),4,% Survival,,4,4,
24,18,c1,Substrate particles,49.9,% smaller than 6.35mm,Embryo Survival (%),2.91,% Survival,,2.91,2.91,
24,19,c1,Substrate particles,55.38,% smaller than 6.35mm,Embryo Survival (%),2.18,% Survival,,2.18,2.18,
24,20,c1,Substrate particles,59.71,% smaller than 6.35mm,Embryo Survival (%),1.82,% Survival,,1.82,1.82,
25,1,c1,Substrate particles,0,% smaller than 6.35mm,Embryo Survival (%),97.69,% Survival,,97.69,97.69,
25,2,c1,Substrate particles,5.99,% smaller than 6.35mm,Embryo Survival (%),95.05,% Survival,,95.05,95.05,
25,3,c1,Substrate particles,9.63,% smaller than 6.35mm,Embryo Survival (%),93.07,% Survival,,93.07,93.07,
25,4,c1,Substrate particles,12.89,% smaller than 6.35mm,Embryo Survival (%),90.1,% Survival,,90.1,90.1,
25,5,c1,Substrate particles,17.44,% smaller than 6.35mm,Embryo Survival (%),86.14,% Survival,,86.14,86.14,
25,6,c1,Substrate particles,20.69,% smaller than 6.35mm,Embryo Survival (%),81.85,% Survival,,81.85,81.85,
25,7,c1,Substrate particles,24.34,% smaller than 6.35mm,Embryo Survival (%),75.58,% Survival,,75.58,75.58,
25,8,c1,Substrate particles,26.68,% smaller than 6.35mm,Embryo Survival (%),70.63,% Survival,,70.63,70.63,
25,9,c1,Substrate particles,30.59,% smaller than 6.35mm,Embryo Survival (%),61.06,% Survival,,61.06,61.06,
25,10,c1,Substrate particles,34.88,% smaller than 6.35mm,Embryo Survival (%),48.84,% Survival,,48.84,48.84,
25,11,c1,Substrate particles,37.74,% smaller than 6.35mm,Embryo Survival (%),41.25,% Survival,,41.25,41.25,
25,12,c1,Substrate particles,40.48,% smaller than 6.35mm,Embryo Survival (%),33.33,% Survival,,33.33,33.33,
25,13,c1,Substrate particles,43.08,% smaller than 6.35mm,Embryo Survival (%),27.06,% Survival,,27.06,27.06,
25,14,c1,Substrate particles,45.68,% smaller than 6.35mm,Embryo Survival (%),21.12,% Survival,,21.12,21.12,
25,15,c1,Substrate particles,48.81,% smaller than 6.35mm,Embryo Survival (%),15.18,% Survival,,15.18,15.18,
25,16,c1,Substrate particles,52.45,% smaller than 6.35mm,Embryo Survival (%),10.23,% Survival,,10.23,10.23,
25,17,c1,Substrate particles,56.75,% smaller than 6.35mm,Embryo Survival (%),4.95,% Survival,,4.95,4.95,
25,18,c1,Substrate particles,59.87,% smaller than 6.35mm,Embryo Survival (%),3.3,% Survival,,3.3,3.3,
26,1,c1,Substrate particles,0,% smaller than 6.35mm,Embryo Survival (%),100,% Survival,,100,100,
26,2,c1,Substrate particles,2.15,% smaller than 6.35mm,Embryo Survival (%),99.31,% Survival,,99.31,99.31,
26,3,c1,Substrate particles,4.3,% smaller than 6.35mm,Embryo Survival (%),97.58,% Survival,,97.58,97.58,
26,4,c1,Substrate particles,7.65,% smaller than 6.35mm,Embryo Survival (%),94.12,% Survival,,94.12,94.12,
26,5,c1,Substrate particles,11.54,% smaller than 6.35mm,Embryo Survival (%),89.62,% Survival,,89.62,89.62,
26,6,c1,Substrate particles,13.96,% smaller than 6.35mm,Embryo Survival (%),85.12,% Survival,,85.12,85.12,
26,7,c1,Substrate particles,16.24,% smaller than 6.35mm,Embryo Survival (%),80.97,% Survival,,80.97,80.97,
26,8,c1,Substrate particles,19.73,% smaller than 6.35mm,Embryo Survival (%),73.7,% Survival,,73.7,73.7,
26,9,c1,Substrate particles,22.68,% smaller than 6.35mm,Embryo Survival (%),65.74,% Survival,,65.74,65.74,
26,10,c1,Substrate particles,25.64,% smaller than 6.35mm,Embryo Survival (%),58.13,% Survival,,58.13,58.13,
26,11,c1,Substrate particles,28.59,% smaller than 6.35mm,Embryo Survival (%),49.83,% Survival,,49.83,49.83,
26,12,c1,Substrate particles,31.81,% smaller than 6.35mm,Embryo Survival (%),40.14,% Survival,,40.14,40.14,
26,13,c1,Substrate particles,34.63,% smaller than 6.35mm,Embryo Survival (%),32.87,% Survival,,32.87,32.87,
26,14,c1,Substrate particles,36.64,% smaller than 6.35mm,Embryo Survival (%),28.03,% Survival,,28.03,28.03,
26,15,c1,Substrate particles,38.79,% smaller than 6.35mm,Embryo Survival (%),23.53,% Survival,,23.53,23.53,
26,16,c1,Substrate particles,41.61,% smaller than 6.35mm,Embryo Survival (%),18.34,% Survival,,18.34,18.34,
26,17,c1,Substrate particles,47.52,% smaller than 6.35mm,Embryo Survival (%),9.69,% Survival,,9.69,9.69,
26,18,c1,Substrate particles,51.41,% smaller than 6.35mm,Embryo Survival (%),5.88,% Survival,,5.88,5.88,
26,19,c1,Substrate particles,54.9,% smaller than 6.35mm,Embryo Survival (%),3.46,% Survival,,3.46,3.46,
26,20,c1,Substrate particles,58.52,% smaller than 6.35mm,Embryo Survival (%),2.08,% Survival,,2.08,2.08,
26,21,c1,Substrate particles,59.87,% smaller than 6.35mm,Embryo Survival (%),1.73,% Survival,,1.73,1.73,
26,22,c1,Substrate particles,59.87,% smaller than 6.35mm,Embryo Survival (%),1.73,% Survival,,1.73,1.73,
27,1,c1,Substrate in Fines (%),0,% substrate in fines,Density,1,Scaler,,0,1,
27,2,c1,Substrate in Fines (%),0.11,% substrate in fines,Density,1,Scaler,,0,1,
27,3,c1,Substrate in Fines (%),1,% substrate in fines,Density,0,Scaler,,0,0,
28,1,c1,Peak flow recurrence interval,0,Years,Egg-to-fry Survival,1,Productivity multiplier,,0,1,
28,2,c1,Peak flow recurrence interval,2,Years,Egg-to-fry Survival,0.9191,Productivity multiplier,,0,1,
28,3,c1,Peak flow recurrence interval,5,Years,Egg-to-fry Survival,0.784,Productivity multiplier,,0,1,
28,4,c1,Peak flow recurrence interval,10,Years,Egg-to-fry Survival,0.6015,Productivity multiplier,,0,1,
28,5,c1,Peak flow recurrence interval,20,Years,Egg-to-fry Survival,0.354,Productivity multiplier,,0,1,
28,6,c1,Peak flow recurrence interval,30,Years,Egg-to-fry Survival,0.2084,Productivity multiplier,,0,1,
28,7,c1,Peak flow recurrence interval,40,Years,Egg-to-fry Survival,0.1227,Productivity multiplier,,0,1,
28,8,c1,Peak flow recurrence interval,50,Years,Egg-to-fry Survival,0.0722,Productivity multiplier,,0,1,
28,9,c1,Peak flow recurrence interval,60,Years,Egg-to-fry Survival,0.0425,Productivity multiplier,,0,1,
28,10,c1,Peak flow recurrence interval,70,Years,Egg-to-fry Survival,0.025,Productivity multiplier,,0,1,
28,11,c1,Peak flow recurrence interval,80,Years,Egg-to-fry Survival,0.0147,Productivity multiplier,,0,1,
28,12,c1,Peak flow recurrence interval,90,Years,Egg-to-fry Survival,0.0087,Productivity multiplier,,0,1,
28,13,c1,Peak flow recurrence interval,100,Years,Egg-to-fry Survival,0.0051,Productivity multiplier,,0,1,
29,1,c1,Human Footprint (%),100,% of landscape,Mean System Capacity (%),20,% Capacity,,0,100,
29,2,c1,Human Footprint (%),90,% of landscape,Mean System Capacity (%),20,% Capacity,,0,100,
29,3,c1,Human Footprint (%),80,% of landscape,Mean System Capacity (%),24,% Capacity,,0,100,
29,4,c1,Human Footprint (%),70,% of landscape,Mean System Capacity (%),30,% Capacity,,0,100,
29,5,c1,Human Footprint (%),60,% of landscape,Mean System Capacity (%),40,% Capacity,,0,100,
29,6,c1,Human Footprint (%),50,% of landscape,Mean System Capacity (%),60,% Capacity,,0,100,
29,7,c1,Human Footprint (%),45,% of landscape,Mean System Capacity (%),70,% Capacity,,0,100,
29,8,c1,Human Footprint (%),35,% of landscape,Mean System Capacity (%),84,% Capacity,,0,100,
29,9,c1,Human Footprint (%),30.5,% of landscape,Mean System Capacity (%),90,% Capacity,,0,100,
29,10,c1,Human Footprint (%),28,% of landscape,Mean System Capacity (%),92,% Capacity,,0,100,
29,11,c1,Human Footprint (%),26,% of landscape,Mean System Capacity (%),94,% Capacity,,0,100,
29,12,c1,Human Footprint (%),24,% of landscape,Mean System Capacity (%),96,% Capacity,,0,100,
29,13,c1,Human Footprint (%),22,% of landscape,Mean System Capacity (%),98,% Capacity,,0,100,
29,14,c1,Human Footprint (%),20,% of landscape,Mean System Capacity (%),100,% Capacity,,0,100,
29,15,c1,Human Footprint (%),0,% of landscape,Mean System Capacity (%),100,% Capacity,,0,100,
30,1,c1,Barrier Dams (#),0,Unitless,Mean System Capacity (%),100,% Capacity,,0,100,
30,2,c1,Barrier Dams (#),1,Unitless,Mean System Capacity (%),80,% Capacity,,0,100,
30,3,c1,Barrier Dams (#),2,Unitless,Mean System Capacity (%),60,% Capacity,,0,100,
30,4,c1,Barrier Dams (#),3,Unitless,Mean System Capacity (%),40,% Capacity,,0,100,
30,5,c1,Barrier Dams (#),4,Unitless,Mean System Capacity (%),20,% Capacity,,0,100,
30,6,c1,Barrier Dams (#),5,Unitless,Mean System Capacity (%),0,% Capacity,,0,100,
31,1,c1,Fragmentation (large barrier dams),100,relative effect size,Mean System Capacity (%),20,% Capacity,,0,100,
31,2,c1,Fragmentation (large barrier dams),90,relative effect size,Mean System Capacity (%),20,% Capacity,,0,100,
31,3,c1,Fragmentation (large barrier dams),80,relative effect size,Mean System Capacity (%),24,% Capacity,,0,100,
31,4,c1,Fragmentation (large barrier dams),70,relative effect size,Mean System Capacity (%),30,% Capacity,,0,100,
31,5,c1,Fragmentation (large barrier dams),60,relative effect size,Mean System Capacity (%),40,% Capacity,,0,100,
31,6,c1,Fragmentation (large barrier dams),50,relative effect size,Mean System Capacity (%),60,% Capacity,,0,100,
31,7,c1,Fragmentation (large barrier dams),45,relative effect size,Mean System Capacity (%),70,% Capacity,,0,100,
31,8,c1,Fragmentation (large barrier dams),35,relative effect size,Mean System Capacity (%),84,% Capacity,,0,100,
31,9,c1,Fragmentation (large barrier dams),30.5,relative effect size,Mean System Capacity (%),90,% Capacity,,0,100,
31,10,c1,Fragmentation (large barrier dams),28,relative effect size,Mean System Capacity (%),92,% Capacity,,0,100,
31,11,c1,Fragmentation (large barrier dams),26,relative effect size,Mean System Capacity (%),94,% Capacity,,0,100,
31,12,c1,Fragmentation (large barrier dams),24,relative effect size,Mean System Capacity (%),96,% Capacity,,0,100,
31,13,c1,Fragmentation (large barrier dams),22,relative effect size,Mean System Capacity (%),98,% Capacity,,0,100,
31,14,c1,Fragmentation (large barrier dams),20,relative effect size,Mean System Capacity (%),100,% Capacity,,0,100,
31,15,c1,Fragmentation (large barrier dams),0,relative effect size,Mean System Capacity (%),100,% Capacity,,0,100,
32,1,c1,Fragmentation (road crossings/km stream),0,road crossings/km stream,Mean System Capacity (%),100,% Capacity,,0,100,
32,2,c1,Fragmentation (road crossings/km stream),0.01,road crossings/km stream,Mean System Capacity (%),100,% Capacity,,0,100,
32,3,c1,Fragmentation (road crossings/km stream),0.07175,road crossings/km stream,Mean System Capacity (%),80,% Capacity,,0,100,
32,4,c1,Fragmentation (road crossings/km stream),0.1335,road crossings/km stream,Mean System Capacity (%),60,% Capacity,,0,100,
32,5,c1,Fragmentation (road crossings/km stream),0.19525,road crossings/km stream,Mean System Capacity (%),40,% Capacity,,0,100,
32,6,c1,Fragmentation (road crossings/km stream),0.257,road crossings/km stream,Mean System Capacity (%),20,% Capacity,,0,100,
32,7,c1,Fragmentation (road crossings/km stream),0.31875,road crossings/km stream,Mean System Capacity (%),0,% Capacity,,0,100,
33,1,c1,Type of Cover,0.1,type of cover,Habitat Suitability Index,1,Suitability index,,0,1,
33,2,c1,Type of Cover,0.2,type of cover,Habitat Suitability Index,1,Suitability index,,0,1,
33,3,c1,Type of Cover,0.3,type of cover,Habitat Suitability Index,1,Suitability index,,0,1,
33,4,c1,Type of Cover,0.4,type of cover,Habitat Suitability Index,1,Suitability index,,0,1,
33,5,c1,Type of Cover,0.5,type of cover,Habitat Suitability Index,0.8,Suitability index,,0,1,
33,6,c1,Type of Cover,0.6,type of cover,Habitat Suitability Index,0.8,Suitability index,,0,1,
33,7,c1,Type of Cover,0.7,type of cover,Habitat Suitability Index,0.1,Suitability index,,0,1,
33,8,c1,Type of Cover,0.8,type of cover,Habitat Suitability Index,0.7,Suitability index,,0,1,
33,9,c1,Type of Cover,0.9,type of cover,Habitat Suitability Index,0.2,Suitability index,,0,1,
34,1,c1,Type of Cover,0.1,type of cover,Habitat Suitability Index,1,Suitability index,,0,1,
34,2,c1,Type of Cover,0.2,type of cover,Habitat Suitability Index,1,Suitability index,,0,1,
34,3,c1,Type of Cover,0.3,type of cover,Habitat Suitability Index,1,Suitability index,,0,1,
34,4,c1,Type of Cover,0.4,type of cover,Habitat Suitability Index,1,Suitability index,,0,1,
34,5,c1,Type of Cover,0.5,type of cover,Habitat Suitability Index,0.8,Suitability index,,0,1,
34,6,c1,Type of Cover,0.6,type of cover,Habitat Suitability Index,0.8,Suitability index,,0,1,
34,7,c1,Type of Cover,0.7,type of cover,Habitat Suitability Index,0.1,Suitability index,,0,1,
34,8,c1,Type of Cover,0.8,type of cover,Habitat Suitability Index,0.1,Suitability index,,0,1,
34,9,c1,Type of Cover,0.9,type of cover,Habitat Suitability Index,0.2,Suitability index,,0,1,
35,1,c1,Type of Cover,0.1,type of cover,Habitat Suitability Index,1,Suitability index,,0,1,
35,2,c1,Type of Cover,0.2,type of cover,Habitat Suitability Index,1,Suitability index,,0,1,
35,3,c1,Type of Cover,0.3,type of cover,Habitat Suitability Index,1,Suitability index,,0,1,
35,4,c1,Type of Cover,0.4,type of cover,Habitat Suitability Index,1,Suitability index,,0,1,
35,5,c1,Type of Cover,0.5,type of cover,Habitat Suitability Index,0.8,Suitability index,,0,1,
35,6,c1,Type of Cover,0.6,type of cover,Habitat Suitability Index,0.8,Suitability index,,0,1,
35,7,c1,Type of Cover,0.7,type of cover,Habitat Suitability Index,0.1,Suitability index,,0,1,
35,8,c1,Type of Cover,0.8,type of cover,Habitat Suitability Index,0.7,Suitability index,,0,1,
35,9,c1,Type of Cover,0.9,type of cover,Habitat Suitability Index,0.2,Suitability index,,0,1,
36,1,c1,Type of Cover,1,type of substrate,Habitat Suitability Index,0,Suitability index,,0,1,
36,2,c1,Type of Cover,2,type of substrate,Habitat Suitability Index,0,Suitability index,,0,1,
36,3,c1,Type of Cover,3,type of substrate,Habitat Suitability Index,1,Suitability index,,0,1,
36,4,c1,Type of Cover,4,type of substrate,Habitat Suitability Index,1,Suitability index,,0,1,
36,5,c1,Type of Cover,5,type of substrate,Habitat Suitability Index,1,Suitability index,,0,1,
36,6,c1,Type of Cover,6,type of substrate,Habitat Suitability Index,0.7,Suitability index,,0,1,
36,7,c1,Type of Cover,7,type of substrate,Habitat Suitability Index,0.7,Suitability index,,0,1,
36,8,c1,Type of Cover,8,type of substrate,Habitat Suitability Index,0,Suitability index,,0,1,
36,9,c1,Type of Cover,9,type of substrate,Habitat Suitability Index,0,Suitability index,,0,1,
37,1,c1,Type of Cover,1,type of substrate,Habitat Suitability Index,0,Suitability index,,0,1,
37,2,c1,Type of Cover,2,type of substrate,Habitat Suitability Index,0,Suitability index,,0,1,
37,3,c1,Type of Cover,3,type of substrate,Habitat Suitability Index,0.3,Suitability index,,0,1,
37,4,c1,Type of Cover,4,type of substrate,Habitat Suitability Index,1,Suitability index,,0,1,
37,5,c1,Type of Cover,5,type of substrate,Habitat Suitability Index,1,Suitability index,,0,1,
37,6,c1,Type of Cover,6,type of substrate,Habitat Suitability Index,1,Suitability index,,0,1,
37,7,c1,Type of Cover,7,type of substrate,Habitat Suitability Index,0.5,Suitability index,,0,1,
37,8,c1,Type of Cover,8,type of substrate,Habitat Suitability Index,0,Suitability index,,0,1,
37,9,c1,Type of Cover,9,type of substrate,Habitat Suitability Index,0,Suitability index,,0,1,
38,1,c1,Type of Cover,1,type of substrate,Habitat Suitability Index,0.38,Suitability index,,0,1,
38,2,c1,Type of Cover,2,type of substrate,Habitat Suitability Index,0.38,Suitability index,,0,1,
38,3,c1,Type of Cover,3,type of substrate,Habitat Suitability Index,0.74,Suitability index,,0,1,
38,4,c1,Type of Cover,4,type of substrate,Habitat Suitability Index,0.88,Suitability index,,0,1,
38,5,c1,Type of Cover,5,type of substrate,Habitat Suitability Index,0.88,Suitability index,,0,1,
38,6,c1,Type of Cover,6,type of substrate,Habitat Suitability Index,1,Suitability index,,0,1,
38,7,c1,Type of Cover,7,type of substrate,Habitat Suitability Index,1,Suitability index,,0,1,
38,8,c1,Type of Cover,8,type of substrate,Habitat Suitability Index,1,Suitability index,,0,1,
38,9,c1,Type of Cover,9,type of substrate,Habitat Suitability Index,0.5,Suitability index,,0,1,
39,1,c1,Type of Cover,1,type of substrate,Habitat Suitability Index,0,Suitability index,,0,1,
39,2,c1,Type of Cover,2,type of substrate,Habitat Suitability Index,0,Suitability index,,0,1,
39,3,c1,Type of Cover,3,type of substrate,Habitat Suitability Index,1,Suitability index,,0,1,
39,4,c1,Type of Cover,4,type of substrate,Habitat Suitability Index,1,Suitability index,,0,1,
39,5,c1,Type of Cover,5,type of substrate,Habitat Suitability Index,1,Suitability index,,0,1,
39,6,c1,Type of Cover,6,type of substrate,Habitat Suitability Index,0.7,Suitability index,,0,1,
39,7,c1,Type of Cover,7,type of substrate,Habitat Suitability Index,0.7,Suitability index,,0,1,
39,8,c1,Type of Cover,8,type of substrate,Habitat Suitability Index,0,Suitability index,,0,1,
39,9,c1,Type of Cover,9,type of substrate,Habitat Suitability Index,0,Suitability index,,0,1,
40,1,c1,Type of Cover,1,type of substrate,Habitat Suitability Index,0,Suitability index,,0,1,
40,2,c1,Type of Cover,2,type of substrate,Habitat Suitability Index,0,Suitability index,,0,1,
40,3,c1,Type of Cover,3,type of substrate,Habitat Suitability Index,0.3,Suitability index,,0,1,
40,4,c1,Type of Cover,4,type of substrate,Habitat Suitability Index,1,Suitability index,,0,1,
40,5,c1,Type of Cover,5,type of substrate,Habitat Suitability Index,1,Suitability index,,0,1,
40,6,c1,Type of Cover,6,type of substrate,Habitat Suitability Index,1,Suitability index,,0,1,
40,7,c1,Type of Cover,7,type of substrate,Habitat Suitability Index,0.5,Suitability index,,0,1,
40,8,c1,Type of Cover,8,type of substrate,Habitat Suitability Index,0,Suitability index,,0,1,
40,9,c1,Type of Cover,9,type of substrate,Habitat Suitability Index,0,Suitability index,,0,1,
41,1,c1,Type of Cover,1,type of substrate,Habitat Suitability Index,0,Suitability index,,0,1,
41,2,c1,Type of Cover,2,type of substrate,Habitat Suitability Index,0,Suitability index,,0,1,
41,3,c1,Type of Cover,3,type of substrate,Habitat Suitability Index,0.8,Suitability index,,0,1,
41,4,c1,Type of Cover,4,type of substrate,Habitat Suitability Index,1,Suitability index,,0,1,
41,5,c1,Type of Cover,5,type of substrate,Habitat Suitability Index,0.8,Suitability index,,0,1,
41,6,c1,Type of Cover,6,type of substrate,Habitat Suitability Index,0.5,Suitability index,,0,1,
41,7,c1,Type of Cover,7,type of substrate,Habitat Suitability Index,0,Suitability index,,0,1,
41,8,c1,Type of Cover,8,type of substrate,Habitat Suitability Index,0,Suitability index,,0,1,
41,9,c1,Type of Cover,9,type of substrate,Habitat Suitability Index,0,Suitability index,,0,1,
42,1,c1,Type of Cover,1,type of substrate,Habitat Suitability Index,0,Suitability index,,0,1,
42,2,c1,Type of Cover,2,type of substrate,Habitat Suitability Index,0,Suitability index,,0,1,
42,3,c1,Type of Cover,3,type of substrate,Habitat Suitability Index,0.3,Suitability index,,0,1,
42,4,c1,Type of Cover,4,type of substrate,Habitat Suitability Index,1,Suitability index,,0,1,
42,5,c1,Type of Cover,5,type of substrate,Habitat Suitability Index,1,Suitability index,,0,1,
42,6,c1,Type of Cover,6,type of substrate,Habitat Suitability Index,1,Suitability index,,0,1,
42,7,c1,Type of Cover,7,type of substrate,Habitat Suitability Index,0.5,Suitability index,,0,1,
42,8,c1,Type of Cover,8,type of substrate,Habitat Suitability Index,0,Suitability index,,0,1,
42,9,c1,Type of Cover,9,type of substrate,Habitat Suitability Index,0,Suitability index,,0,1,
43,1,c1,Type of Cover,1,type of substrate,Habitat Suitability Index,0.1,Suitability index,,0,1,
43,2,c1,Type of Cover,2,type of substrate,Habitat Suitability Index,0.1,Suitability index,,0,1,
43,3,c1,Type of Cover,3,type of substrate,Habitat Suitability Index,0.1,Suitability index,,0,1,
43,4,c1,Type of Cover,4,type of substrate,Habitat Suitability Index,0.3,Suitability index,,0,1,
43,5,c1,Type of Cover,5,type of substrate,Habitat Suitability Index,0.3,Suitability index,,0,1,
43,6,c1,Type of Cover,6,type of substrate,Habitat Suitability Index,0.5,Suitability index,,0,1,
43,7,c1,Type of Cover,7,type of substrate,Habitat Suitability Index,0.7,Suitability index,,0,1,
43,8,c1,Type of Cover,8,type of substrate,Habitat Suitability Index,1,Suitability index,,0,1,
43,9,c1,Type of Cover,9,type of substrate,Habitat Suitability Index,0.3,Suitability index,,0,1,
44,1,c1,Type of Cover,1,type of substrate,Habitat Suitability Index,0,Suitability index,,0,1,
44,2,c1,Type of Cover,2,type of substrate,Habitat Suitability Index,0,Suitability index,,0,1,
44,3,c1,Type of Cover,3,type of substrate,Habitat Suitability Index,0.3,Suitability index,,0,1,
44,4,c1,Type of Cover,4,type of substrate,Habitat Suitability Index,1,Suitability index,,0,1,
44,5,c1,Type of Cover,5,type of substrate,Habitat Suitability Index,1,Suitability index,,0,1,
44,6,c1,Type of Cover,6,type of substrate,Habitat Suitability Index,1,Suitability index,,0,1,
44,7,c1,Type of Cover,7,type of substrate,Habitat Suitability Index,0.5,Suitability index,,0,1,
44,8,c1,Type of Cover,8,type of substrate,Habitat Suitability Index,0,Suitability index,,0,1,
44,9,c1,Type of Cover,9,type of substrate,Habitat Suitability Index,0,Suitability index,,0,1,
45,1,c1,Type of Cover,1,type of substrate,Habitat Suitability Index,0,Suitability index,,0,1,
45,2,c1,Type of Cover,2,type of substrate,Habitat Suitability Index,0,Suitability index,,0,1,
